FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName
5731,5731,17,0,"Game meat, deer (venison), shoulder clod roast, lean, braised","Gibier, viande de chevreuil (venaison), rôti de pointe d'épaule, maigre, braisé",2004-03-09,2002-08-01,17346,"Cervus elaphus, Dama dama"
5732,5732,17,0,"Game meat, deer (venison), tenderloin, roast, lean, broiled","Gibier, viande de chevreuil (venaison), filet, rôti, maigre, grillé",2004-03-09,2002-08-01,17347,"Cervus elaphus, Dama dama"
5733,5733,17,0,"Game meat, deer (venison), top round, separable lean only, 1"" steak, cooked, broiled","Gibier, viande de chevreuil (venaison), intérieur de ronde, maigre, bifteck 1"", cuit, grillé",2004-03-09,2002-08-01,17348,"Cervus elaphus, Dama dama"
5734,5734,19,0,"Candies, TWIZZLERS NIBS CHERRY BITS","Bonbons, TWIZZLERS NIBS CHERRY BITS",2004-03-09,2002-08-01,19092,
5735,5735,19,0,"Dessert, frozen, ice cream, chocolate, light","Dessert, congelé, crème glacée, chocolat, léger",2004-03-09,2002-08-01,19114,
5736,5736,19,0,"Sweets, topping, chocolate flavour hazelnut spread","Confiseries, garniture, tartinade au chocolat et noisettes",2004-03-09,2002-08-01,19125,
5737,5737,19,0,"Candies, YORK BITES","Bonbons, YORK BITES",2004-03-09,2002-08-01,19181,
5738,5738,19,0,"Dessert, pudding, chocolate, dry mix, instant, prepared with whole milk","Dessert, pouding, chocolat, mélange sec, instantané, préparé avec lait entier",2004-03-09,2002-08-01,19185,
5739,5739,19,0,"Dessert, pudding, vanilla, dry mix, instant, prepared with whole milk","Dessert, pouding, vanille, mélange sec, instantané, préparé avec lait entier",2004-03-09,2002-08-01,19203,
5740,5740,19,0,"Dessert, pudding, vanilla, ready-to-eat, fat free","Dessert, pouding, vanille, prêt-à-manger, sans gras",2004-03-09,2002-08-01,19233,
5741,5741,19,0,"Dessert, pudding, tapioca, ready-to-eat, fat free","Dessert, pouding, tapioca, prêt-à-manger, sans gras",2004-03-09,2002-08-01,19234,
5742,5742,19,0,"Dessert, pudding, chocolate, ready-to-eat, fat free","Dessert, pouding, chocolat, prêt-à-manger, sans gras",2004-03-09,2002-08-01,19235,
5743,5743,19,0,"Candies, MILK CHOCOLATE WITH ALMOND BITES","Bonbons, chocolat au lait avec amandes, bouchées",2004-03-09,2002-08-01,19236,
5745,5745,19,0,"Candies, REESE'S BITES","Bonbons, REESE'S bouchées",2004-03-09,2002-08-01,19238,
5747,5747,19,0,"Candies,  ALMOND JOY BITES","Bonbons, ALMOND JOY bouchées",2004-03-09,2002-08-01,19248,
5748,5748,19,0,"Candies, sugar-coated almonds","Bonbons, amandes dragées",2004-03-09,2002-08-01,19858,
5749,5749,19,0,"Pectin, liquid","Pectine, liquide",2004-03-09,2002-08-01,42063,
5750,5750,19,35,"Dessert, frozen, ice cream, vanilla, light, no sugar added, chocolate coated","Dessert, congelé, crème glacée, vanille, légère, sans sucre, enrobée de chocolat",2004-03-09,2002-08-01,42074,
5751,5751,19,35,"Dessert, frozen yogourt, chocolate, skim milk, with artificial sweetener","Dessert, congelé, yogourt glacé, chocolat, lait écrémé, édulcorant artificiel",2004-03-09,2002-08-01,42185,
5752,5752,19,35,"Dessert, frozen, juice, orange","Dessert, congelé, jus, orange",2004-03-09,2002-08-01,43346,
5753,5753,19,35,"Dessert, frozen, juice with cream","Dessert, congelé, jus et crème",2004-03-09,2002-08-01,43450,
5754,5754,19,35,"Dessert, frozen, ice cream, chocolate, rich","Dessert, congelé, crème glacée, chocolat, riche",2004-03-09,2002-08-01,43541,
5755,5755,8,26,"Cereal, hot, oats, Quick: Robin Hood, prepared, Robin Hood","Céréale, chaude, gruau, Rapide: Robin Hood, préparée, Robin Hood",2004-10-28,,,
5758,5758,14,4,"Coffee substitute, cereal grain beverage, powder, with 2% milk","Café, succédané, boisson de céréales, poudre, avec lait 2% M.G.",2004-11-19,,,
5759,5759,17,28,"Game meat, native, bearded seal meat, raw","Gibier, viande, autochtone, phoque barbu, viande, crue",2004-12-10,,,Erignathus barbatus
5760,5760,17,28,"Game meat, native, bearded seal meat, boiled","Gibier, viande, autochtone, phoque barbu, viande, bouillie",2004-12-10,,,Erignathus barbatus
5761,5761,17,28,"Game meat, native, bearded seal, intestine, raw","Gibier, viande, autochtone, phoque barbu, intestin, cru",2004-12-10,,,Erignathus barbatus
5762,5762,17,28,"Game meat, native, bearded seal, intestine, boiled","Gibier, viande, autochtone, phoque barbu, intestin, bouilli",2004-12-10,,,Erignathus barbatus
5763,5763,17,28,"Game meat, native, bearded seal, blubber, raw","Gibier, viande, autochtone, phoque barbu, lard, cru",2004-12-10,,,Erignathus barbatus
5764,5764,17,28,"Game meat, native, beluga, blubber, raw","Gibier, viande, autochtone, béluga, lard, cru",2004-12-13,,,Delphinapterus leucas
5765,5765,17,28,"Game meat, native, beluga, blubber, boiled","Gibier, viande, autochtone, béluga, lard, bouilli",2004-12-13,,,Delphinapterus leucas
5766,5766,17,28,"Game meat, native, beluga, muktuk, raw","Gibier, viande, autochtone, béluga, muktuk, cru",2004-12-13,,,Delphinapterus leucas
5767,5767,17,28,"Game meat, native, beluga, muktuk, boiled","Gibier, viande, autochtone, béluga, muktuk, bouilli",2004-12-13,,,Delphinapterus leucas
5768,5768,4,28,"Animal fat, native, beluga oil","Gras animal, autochtone, huile de béluga",2004-12-13,,35014,Delphinapterus leucas
5769,5769,17,28,"Game meat, native, beluga, meat, dried","Gibier, viande, autochtone, béluga, viande, déshydratée",2004-12-16,,,Delphinapterus leucas
5770,5770,17,28,"Game meat, native, narwhal, flippers, aged","Gibier, viande, autochtone, narval, nageoires, vieillies",2004-12-16,,,Monodon monoceros
5771,5771,17,28,"Game meat, native, narwhal, meat, dried","Gibier, viande, autochtone, narval, viande, déshydratée",2004-12-16,,,Monodon monoceros
5772,5772,17,28,"Game meat, native, narwhal, blubber, raw","Gibier, viande, autochtone, narval, lard, cru",2004-12-16,,,Monodon monoceros
5773,5773,17,28,"Game meat, native, narwhal, blubber, aged","Gibier, viande, autochtone, narval, lard, vieilli",2004-12-16,,,Monodon monoceros
5774,5774,17,28,"Game meat, native, narwhal, blubber, boiled","Gibier, viande, autochtone, narval, lard, bouilli",2004-12-17,,,Monodon monoceros
5775,5775,17,28,"Game meat, native, narwhal, skin (muktuk), raw","Gibier, viande, autochtone, narval, peau (muktuk), crue",2004-12-17,,,Monodon monoceros
5776,5776,17,28,"Game meat, native, narwhal, skin (muktuk), boiled","Gibier, viande, autochtone, narval, peau (muktuk), bouillie",2004-12-17,,,Monodon monoceros
5777,5777,17,28,"Game meat, native, narwhal, skin (muktuk), aged","Gibier, viande, autochtone, narval, peau (muktuk), vieillie",2004-12-17,,,Monodon monoceros
5778,5778,17,28,"Game meat, native, ringed seal, blubber, raw","Gibier, viande, autochtone, phoque annelé, lard, cru",2004-12-17,,,Phoca hispida
5779,5779,17,28,"Game meat, native, ringed seal, blubber, aged, liquid","Gibier, viande, autochtone, phoque annelé, lard, vieilli, liquide",2004-12-17,,,Phoca hispida
5780,5780,17,28,"Game meat, native, ringed seal, blubber, aged, solid","Gibier, viande, autochtone, phoque annelé, lard, vieilli, solide",2004-12-20,,,Phoca hispida
5781,5781,17,28,"Game meat, native, ringed seal, blubber, boiled","Gibier, viande, autochtone, phoque annelé, lard, bouilli",2004-12-20,,,Phoca hispida
5782,5782,17,28,"Game meat, native, ringed seal, meat, raw","Gibier, viande, autochtone, phoque annelé, viande, crue",2004-12-20,,,Phoca hispida
5783,5783,17,28,"Game meat, native, ringed seal, meat, boiled","Gibier, viande, autochtone, phoque annelé, viande, bouillie",2004-12-20,,,Phoca hispida
5784,5784,17,28,"Game meat, native, ringed seal, meat, aged","Gibier, viande, autochtone, phoque annelé, viande, vieillie",2004-12-20,,,Phoca hispida
5785,5785,17,28,"Game meat, native, ringed seal, heart, raw","Gibier, viande, autochtone, phoque annelé, coeur, cru",2004-12-20,,,Phoca hispida
5786,5786,17,28,"Game meat, native, ringed seal, brain, raw","Gibier, viande, autochtone, phoque annelé, cervelle, crue",2004-12-20,,,Phoca hispida
5787,5787,17,28,"Game meat, native, ringed seal, eyes, raw","Gibier, viande, autochtone, phoque annelé, yeux, crus",2004-12-20,,,Phoca hispida
5788,5788,17,28,"Game meat, native, ringed seal, liver, raw","Gibier, viande, autochtone, phoque annelé, foie, cru",2004-12-21,,,Phoca hispida
5789,5789,17,28,"Game meat, native, ringed seal, pup, raw","Gibier, viande, autochtone, phoque annelé, bébé phoque, cru",2004-12-21,,,Phoca hispida
5790,5790,17,28,"Game meat, native, ringed seal, pup, boiled","Gibier, viande, autochtone, phoque annelé, bébé phoque, bouilli",2004-12-21,,,Phoca hispida
5791,5791,17,28,"Game meat, native, walrus, blubber, raw","Gibier, viande, autochtone, morse, lard, cru",2004-12-21,,,Odobenus rosmarus
5792,5792,17,28,"Game meat, native, walrus, blubber, boiled","Gibier, viande, autochtone, morse, lard, bouilli",2004-12-21,,,Odobenus rosmarus
5793,5793,17,28,"Game meat, native, walrus, blubber, aged","Gibier, viande, autochtone, morse, lard, vieilli",2004-12-21,,,Odobenus rosmarus
5794,5794,17,28,"Game meat, native, walrus, meat, boiled","Gibier, viande, autochtone, morse, viande, bouillie",2004-12-21,,,Odobenus rosmarus
5795,5795,17,28,"Game meat, native, walrus, meat, aged","Gibier, viande, autochtone, morse, viande, vieillie",2004-12-21,,,Odobenus rosmarus
5796,5796,17,28,"Game meat, native, walrus, skin (muktuk), raw","Gibier, viande, autochtone, morse, peau (muktuk), crue",2004-12-21,,,Odobenus rosmarus
5797,5797,17,28,"Game meat, native, walrus, skin (muktuk), aged","Gibier, viande, autochtone, morse, peau (muktuk), vieillie",2004-12-21,,,Odobenus rosmarus
5798,5798,17,28,"Game meat, native, walrus, flippers, mattak, aged","Gibier, viande, autochtone, morse, nageoires, mattak, vieillies",2004-12-21,,,Odobenus rosmarus
5799,5799,17,28,"Game meat, native, ringed seal, flippers, mattak, aged","Gibier, viande, autochtone, phoque annelé, nageoires, mattak, vieillies",2004-12-21,,,Phoca hispida
5800,5800,17,28,"Game meat, native, beaver, meat, dried","Gibier, viande, autochtone, castor, viande, déshydratée",2004-12-22,,,Castor canadensis
5801,5801,17,28,"Game meat, native, beaver, feet, roasted","Gibier, viande, autochtone, castor, pieds, rôtis",2004-12-22,,,Castor canadensis
5802,5802,17,28,"Game meat, native, beaver, tail, roasted","Gibier, viande, autochtone, castor, queue, rôtie",2004-12-22,,,Castor canadensis
5803,5803,17,28,"Game meat, native, beaver, liver, raw","Gibier, viande, autochtone, castor, foie, cru",2004-12-22,,,Castor canadensis
5804,5804,17,28,"Game meat, native, caribou (reindeer), bone marrow, cooked","Gibier, viande, autochtone, caribou (renne), moelle osseuse, cuite",2004-12-23,,,Rangifer tarandus
5805,5805,17,28,"Game meat, native, caribou (reindeer), fat, raw","Gibier, viande, autochtone, caribou (renne), gras, cru",2004-12-23,,,Rangifer tarandus
5806,5806,17,28,"Game meat, native, caribou (reindeer), meat, dried","Gibier, viande, autochtone, caribou, (renne), viande, déshydratée",2004-12-23,,,Rangifer tarandus
5807,5807,17,28,"Game meat, native, caribou (reindeer), meat, aged","Gibier, viande, autochtone, caribou, (renne), viande, vieillie",2004-12-23,,,Rangifer tarandus
5808,5808,17,28,"Game meat, native, caribou (reindeer), brain, raw","Gibier, viande, autochtone, caribou, (renne), cervelle, crue",2004-12-30,,,Rangifer tarandus
5809,5809,17,28,"Game meat, native, caribou (reindeer), brain, boiled","Gibier, viande, autochtone, caribou, (renne), cervelle, bouillie",2004-12-30,,,Rangifer tarandus
5810,5810,17,28,"Game meat, native, caribou (reindeer), heart, raw","Gibier, viande, autochtone, caribou, (renne), coeur, cru",2004-12-30,,,Rangifer tarandus
5811,5811,17,28,"Game meat, native, caribou (reindeer), heart, boiled","Gibier, viande, autochtone, caribou, (renne), coeur, bouilli",2004-12-30,,,Rangifer tarandus
5812,5812,17,28,"Game meat, native, caribou (reindeer), lungs, raw","Gibier, viande, autochtone, caribou, (renne), poumons, crus",2004-12-30,,,Rangifer tarandus
5813,5813,17,28,"Game meat, native, caribou (reindeer), stomach, raw","Gibier, viande, autochtone, caribou, (renne), estomac, cru",2004-12-30,,,Rangifer tarandus
5814,5814,17,28,"Game meat, native, caribou (reindeer), stomach, contents","Gibier, viande, autocht., caribou, (renne), estomac, contenus stomacaux",2005-01-04,,,Rangifer tarandus
5815,5815,17,28,"Game meat, native, caribou (reindeer), liver, raw","Gibier, viande, autochtone, caribou, (renne), foie, cru",2005-01-04,,,Rangifer tarandus
5816,5816,17,28,"Game meat, native, caribou (reindeer), liver, baked","Gibier, viande, autochtone, caribou, (renne), foie, cuit au four",2005-01-04,,,Rangifer tarandus
5817,5817,17,28,"Game meat, native, caribou (reindeer), tongue, raw","Gibier, viande, autochtone, caribou, (renne), langue, crue",2005-01-04,,,Rangifer tarandus
5818,5818,17,28,"Game meat, native, caribou (reindeer), tongue, cooked","Gibier, viande, autochtone, caribou, (renne), langue, cuite",2005-01-04,,,Rangifer tarandus
5819,5819,17,28,"Game meat, native, moose, dried","Gibier, viande, autochtone, orignal, déshydratée",2005-01-24,,,Alces alces
5820,5820,17,28,"Game meat, native, moose, bone marrow, raw","Gibier, viande, autochtone, orignal, moelle osseuse, crue",2005-01-24,,,Alces alces
5821,5821,17,28,"Game meat, native, moose, bone marrow, cooked","Gibier, viande, autochtone, orignal, moelle osseuse, cuite",2005-01-24,,,Alces alces
5822,5822,17,28,"Game meat, native, moose, fat, raw","Gibier, viande, autochtone, orignal, gras, cru",2005-01-24,,,Alces alces
5823,5823,17,28,"Game meat, native, moose, fat, cooked","Gibier, viande, autochtone, orignal, gras, cuit",2005-01-25,,,Alces alces
5824,5824,4,28,"Animal fat, native, moose, fat, dried","Gras animal, autochtone, orignal, gras, déshydraté",2005-01-25,,,Alces alces
5825,5825,17,28,"Game meat, native, moose, lung, raw","Gibier, viande, autochtone, orignal, poumons, crus",2005-01-25,,,Alces alces
5826,5826,17,28,"Game meat, native, moose, lung, roasted","Gibier, viande, autochtone, orignal, poumons, rôtis",2005-01-25,,,Alces alces
5827,5827,17,28,"Game meat, native, moose, kidney, raw","Gibier, viande, autochtone, orignal, rognon, cru",2005-01-25,,,Alces alces
5828,5828,17,28,"Game meat, native, moose, liver, raw","Gibier, viande, autochtone, orignal, foie, cru",2005-01-25,,,Alces alces
5829,5829,17,28,"Game meat, native, moose, liver, roasted","Gibier, viande, autochtone, orignal, foie, rôti",2005-01-25,,,Alces alces
5830,5830,17,28,"Game meat, native, moose, blood, raw","Gibier, viande, autochtone, orignal, sang, cru",2005-01-25,,,Alces alces
5831,5831,17,28,"Game meat, native, muskox, raw","Gibier, viande, autochtone, boeuf musqué, cru",2005-01-25,,,Ovibos moschatus
5832,5832,17,28,"Game meat, native, muskox, fat, raw","Gibier, viande, autochtone, boeuf musqué, gras, cru",2005-01-25,,,Ovibos moschatus
5833,5833,17,28,"Game meat, native, polar bear, raw","Gibier, viande, autochtone, ours blanc (ours polaire), cru",2005-01-26,,,"Ursus maritimus, Thalarctos maritimus"
5834,5834,17,28,"Game meat, native, polar bear, meat, boiled","Gibier, viande, autochtone, ours blanc (ours polaire), bouilli",2005-01-27,,,"Ursus maritimus, Thalarctos maritimus"
5835,5835,17,28,"Game meat, native, polar bear, fat, raw","Gibier, viande, autochtone, ours blanc (ours polaire), gras, cru",2005-01-27,,,"Ursus maritimus, Thalarctos maritimus"
5836,5836,17,28,"Game meat, native, polar bear, fat, boiled","Gibier, viande, autochtone, ours blanc (ours polaire), gras, bouilli",2005-01-27,,,"Ursus maritimus, Thalarctos maritimus"
5837,5837,17,28,"Game meat, native, bear, smoked","Gibier, viande, autochtone, ours, fumé",2005-01-31,,,"Ursus maritimus, Thalarctos maritimus"
5838,5838,15,28,"Fish, arctic char, native, meat, boiled","Poisson, omble chevalier, autochtone, viande, bouilli",2005-02-09,,,Salvelinus alpinus (naresi)
5839,5839,15,28,"Fish, arctic char, native, meat, dried","Poisson, omble chevalier, autochtone, viande, déshydraté",2005-02-09,,,Salvelinus alpinus (naresi)
5840,5840,15,28,"Fish, arctic char, native, meat and skin, raw","Poisson, omble chevalier, autochtone, viande et peau, crues",2005-02-09,,,Salvelinus alpinus (naresi)
5841,5841,15,28,"Fish, arctic char, native, meat and skin, dried","Poisson, omble chevalier, autochtone, viande et peau, déshydratées",2005-02-09,,,Salvelinus alpinus (naresi)
5842,5842,15,28,"Fish, arctic char, native, skin, raw","Poisson, omble chevalier, autochtone, peau, cru",2005-02-09,,,Salvelinus alpinus (naresi)
5843,5843,15,28,"Grayling, native, raw","Ombre, autochtone, cru",2005-02-10,,,Thymallus arcticus
5844,5844,15,28,"Fish, grayling, native, cooked","Poisson, ombre, autochtone, cuit",2005-02-10,,,Thymallus arcticus
5845,5845,15,28,"Fish, inconnu, native, raw","Poisson, inconnu, autochtone, cru",2005-02-10,,,Stenodus leucichthys
5846,5846,15,28,"Fish, inconnu, native, cooked","Poisson, inconnu, autochtone, cuit",2005-02-10,,,Stenodus leucichthys
5847,5847,15,28,"Fish, inconnu, native, smoked, baked","Poisson, inconnu, autochtone, fumé, au four",2005-02-10,,,Stenodus leucichthys
5848,5848,15,28,"Fish, inconnu, native, smoked, dried","Poisson, inconnu, autochtone, fumé, déshydraté",2005-02-10,,,Stenodus leucichthys
5849,5849,15,28,"Fish, burbot (loche), native, eggs, raw","Poisson, lotte (loche), autochtone, oeufs, crus",2005-02-11,,,Lota lota (L)
5850,5850,15,28,"Fish, burbot (loche), native, liver, raw","Poisson, lotte (loche), autochtone, foie, cru",2005-02-11,,,Lota lota (L)
5851,5851,8,26,"Cereal, ready to eat, Morning Crisp Wild Berries, Jordans","Céréale, prête-à-manger, Morning Crisp: petits fruis sauvages, Jordans",2005-02-16,,,
5852,5852,5,0,"Chicken, wing, frozen, glazed, barbecue flavour","Poulet, aile, congelé, givré, saveur de barbecue",2005-03-04,2005-03-01,05312,
5853,5853,5,0,"Chicken, wing, frozen, glazed, barbecue flavour, heated in the microwave","Poulet, aile, congelé, glacé, saveur de barbecue, réchauffé au four à micro-ondes",2005-03-04,2005-03-01,05313,
5854,5854,5,0,"Chicken, wing, frozen, glazed, barbecue flavour, heated in conventional oven","Poulet, aile, congelé, glacé, saveur de barbecue, réchauffé au four conventionnel",2005-03-04,2005-03-01,05320,
5855,5855,6,0,"Soup, ramen noodles, beef flavour, dry","Soupe, nouilles ramen, saveur de boeuf, sèche",2005-03-04,2005-03-01,06982,
5856,5856,6,0,"Soup, ramen noodles, chicken flavour, dry","Soupe, nouilles ramen, saveur de poulet, sèche",2005-03-04,2005-03-01,06983,
5857,5857,19,0,"Dessert, frozen, FUDGESICLE bar, low fat","Dessert, congelé, barre FUDGESICLE, faible en gras",2005-03-04,2005-03-01,19872,
5858,5858,19,0,"Dessert, frozen, POPSICLE pop (orange, cherry, grape), sugar free","Dessert, congelé, POPSICLE pop (orange, cerise, raisin), sans sucre",2005-03-04,2005-03-01,19873,
5859,5859,19,0,"Dessert, frozen, ice cream, chocolate, low fat","Dessert, congelé, crème glacée, chocolat, faible en gras",2005-03-04,2005-03-01,19894,
5860,5860,21,0,"Fast foods, pizza, cheese, regular crust, frozen, cooked","Aliments prêts à manger, pizza avec fromage, croûte régulière, congelée, cuite",2005-03-04,2005-03-01,21224,
5861,5861,21,0,"Fast foods, pizza, cheese, rising crust, frozen, cooked","Aliments prêts à manger, pizza, avec fromage, croûte lève-au-four, congelée, cuite",2005-03-04,2005-03-01,21225,
5862,5862,21,0,"Fast foods, pizza, cheese, meat and vegetable, regular crust, frozen, cooked","Aliments prêts à manger, pizza avec fromage, viande et légumes, croûte régulière, congelée, cuite",2005-03-04,2005-03-01,21226,
5863,5863,21,0,"Fast foods, pizza, cheese, meat and vegetable, rising crust, frozen, cooked","Aliments prêts à manger, pizza avec viande et légumes, croûte lève-au-four, congelée, cuite",2005-03-04,2005-03-01,21227,
5864,5864,21,0,"Fast foods, entree, chicken, breaded and fried, boneless, plain","Aliments prêts à manger, plat principal, poulet, pané et frit, désossé, nature",2005-03-04,2005-03-01,21229,
5866,5866,22,0,"Chili without beans, canned","Chili sans haricots, conserve",2005-03-04,2005-03-01,22911,
5867,5867,22,0,"Spaghetti, with meatballs in tomato sauce, canned","Spaghetti avec boulettes de viande dans une sauce aux tomates, conserve",2005-03-04,2005-03-01,22912,
5868,5868,22,0,"Spaghetti, without meat, canned","Spaghetti sans viande, conserve",2005-03-04,2005-03-01,22914,
5869,5869,22,0,"Lasagna with meat and sauce, low fat, frozen","Lasagne avec viande et sauce, faible en gras, congelée",2005-03-04,2005-03-01,22915,
5870,5870,22,0,"Lasagna with meat and sauce, frozen","Lasagne avec viande et sauce, congelée",2005-03-04,2005-03-01,22916,
5871,5871,15,28,"Agutuk, native, fish/berry with seal oil (Alaskan ice cream)","Agutuk, autochtone, poisson/baie avec huile de phoque (Crème glacée alaskienne)",2005-03-04,2005-03-01,35001,
5872,5872,15,28,"Agutuk, native, fish with shortening (Alaskan ice cream)","Agutuk, autochtone, poisson avec shortening (Crème glacée alaskienne)",2005-03-04,2005-03-01,35225,
5873,5873,17,28,"Game meat, native, agutuk, meat-caribou (Alaskan ice cream)","Gibier, viande, autoch, agutuk, viande de caribou (crème glacée alaskienne)",2005-03-04,2005-03-01,35003,
5874,5874,15,28,"Ascidians, native (tunughnak)","Ascidies, autochtone (tunughnak)",2005-03-04,2005-03-01,35004,
5875,5875,17,28,"Game meat, native, beluga, eyes, raw","Gibier, viande, autochtone, béluga, yeux, crus",2005-03-04,2005-03-01,35010,Delphinapterus leucas
5876,5876,17,28,"Game meat, native, beluga, flipper, raw","Gibier, viande, autochtone, béluga, nageoire, crue",2005-03-04,2005-03-01,35012,Delphinapterus leucas
5877,5877,17,28,"Game meat, native, beluga, liver, raw","Gibier, viande, autochtone, béluga, foie, cru",2005-03-04,2005-03-01,35013,Delphinapterus leucas
5879,5879,15,28,"Fish, blackfish, native, whole","Poisson, bar noir (mérou noir), autochtone, entier",2005-03-04,2005-03-01,35016,Dallia pectoralis
5881,5881,15,28,"Chiton, leathery, gumboots, native","Chiton, ""leathery, gumboots"", autochtone",2005-03-04,2005-03-01,35026,Katharina tunicata
5882,5882,15,28,"Fish, devilfish, native, meat","Poisson, diable de mer (Mante), autochtone, viande",2005-03-04,2005-03-01,35034,Myoxocephalus
5883,5883,11,28,"Fireweed, native, young leaves, raw","Épilobe à feuilles étroites, autochtone, feuilles tendres, crues",2005-03-04,2005-03-01,35038,Chamerion angustifolium
5884,5884,15,28,"Fish, herring eggs on giant kelp, native, Pacific","Poisson, oeufs de hareng, sur algue géante, autochtone, pacifique",2005-03-04,2005-03-01,35039,Clupea harengus pallasi Valenciennes & Macrocystis integrifolia
5885,5885,15,28,"Fish, herring eggs, native, Pacific, dry","Poisson, hareng, autochtone, oeufs, pacifique, déshydratés",2005-03-04,2005-03-01,35040,Clupea harengus pallasi Valenciennes
5886,5886,15,28,"Fish, herring eggs, native, Pacific, raw","Poisson, hareng, autochtone, oeufs, pacifique, crus",2005-03-04,2005-03-01,35041,Clupea harengus pallasi Valenciennes
5887,5887,15,28,"Fish, herring, native, Pacific, air-dried, packed in oil","Poisson, hareng, autochtone, pacifique, déshydraté, dans l`huile",2005-03-04,2005-03-01,35042,Clupea harengus pallasi Valenciennes
5888,5888,15,28,"Fish, lingcod, native, liver","Poisson, morue-lingue, autochtone, foie",2005-03-04,2005-03-01,35047,Ophiodon elongatus
5889,5889,11,28,"Mashu roots, (sweetvetch) native, raw","Sinfoin alpin, racines, autochtone, crues",2005-03-04,2005-03-01,35050,Hedysarum alpinum
5890,5890,17,28,"Game meat, native, bearded seal, (oogruk), air-dried","Gibier, viande, autochtone, phoque barbu, (oogruk), déshydraté",2005-03-04,2005-03-01,35055,Erignathus barbatus
5891,5891,4,28,"Animal fat, native, bearded seal, oil (oogruk oil)","Gras animal, autochtone, phoque barbu, huile (oogruk)",2005-03-04,2005-03-01,35057,Erignathus barbatus
5892,5892,15,28,"Fish, oopah (tunicata), native, whole animal","Poisson, oopah (tunicata), autochtone, entier",2005-03-04,2005-03-01,35058,Tunicata
5893,5893,17,28,"Game meat, native, horned owl, raw","Gibier, viande, autochtone, hibou strié, cru",2005-03-04,2005-03-01,35059,Bubo virgimianus
5894,5894,15,28,"Fish, pike, northern, native, liver","Poisson, grand brochet, autochtone, foie",2005-03-04,2005-03-01,35060,Esox lucius
5895,5895,15,28,"Fish, salmon, native, tipnuk, fermented","Poisson, saumon, autochtone, tipnuk, fermenté",2005-03-04,2005-03-01,35064,
5896,5896,15,28,"Fish, salmon, native, king or chinook, kippered, canned","Poisson, saumon, autochtone, royal ou quinnat, légèrement salé et fumé, conserve",2005-03-04,2005-03-01,35065,Oncorhynchus tshawytscha
5897,5897,15,28,"Fish, salmon, native, king or chinook, smoked, canned","Poisson, saumon, autochtone, royal ou quinnat, fumé, conserve",2005-03-04,2005-03-01,35066,Oncorhynchus tshawytscha
5898,5898,15,28,"Fish, salmon, native, king or chinook, smoked, brined","Poisson, saumon, autochtone, royal ou quinnat, fumé, saumuré",2005-03-04,2005-03-01,35067,Oncorhynchus tshawytscha
5899,5899,15,28,"Fish, salmon, native, king or chinook, liver","Poisson, saumon, autochtone, royal ou quinnat, foie",2005-03-04,2005-03-01,35068,Oncorhynchus tshawytscha
5900,5900,11,28,"Sourdock (sorrel), native, young leaves","Rumex petite-oseille, autochtone, feuilles tendres",2005-03-04,2005-03-01,35074,Rumex articus
5901,5901,17,28,"Game meat, native, walrus, dry","Gibier, viande, autochtone, morse, déshydraté",2005-03-04,2005-03-01,35079,Odohenus rosmarus
5902,5902,17,28,"Game meat, native, deer (venison), sitka, raw","Gibier, viande, autochtone, cerf de Sitka (venaison), cru",2005-03-04,2005-03-01,35080,Odocoileus spp
5903,5903,17,28,"Game meat, native, walrus, liver, raw","Gibier, viande, autochtone, morse, foie, cru",2005-03-04,2005-03-01,35083,Odohenus rosmarus
5904,5904,4,28,"Animal fat, native, walrus, oil","Gras animal, autochtone, morse, huile",2005-03-04,2005-03-01,35084,Odohenus rosmarus
5905,5905,17,28,"Game meat, native, bowhead, blubber","Gibier, viande, autochtone, baleine boréale, lard",2005-03-04,2005-03-01,35085,Balaena mysticetus
5906,5906,17,28,"Game meat, native, bowhead, muktuk","Gibier, viande, autochtone, baleine boréale, muktuk",2005-03-04,2005-03-01,35086,Balaena mysticetus
5907,5907,4,28,"Animal fat, native, bowhead, oil","Animal fat, autochtone, baleine boréale, huile",2005-03-04,2005-03-01,35087,Balaena mysticetus
5908,5908,11,28,"Willow, native, leaves in oil","Feuilles de saule, autochtone, dans l'huile",2005-03-04,2005-03-01,35092,Salix pulchra Cham.
5909,5909,11,28,"Willow, native, young leaves, chopped","Feuilles de saule, autochtone, tendres, hachées",2005-03-04,2005-03-01,35093,Salix pulchra Cham.
5910,5910,18,28,"Bread, 'fry bread', made with lard (Navajo)","Pain, frit (""fry bread"") avec saindoux, (Navajo)",2005-03-04,2005-03-01,35142,
5911,5911,22,0,Tamale (Navajo),Tamale (Navajo),2005-03-04,2005-03-01,35147,
5912,5912,15,28,"Fish, burbot (loche), native, liver, baked","Poisson, lotte (loche), autochtone, foie, cuit au four",2005-04-19,,,Lota lota (L)
5913,5913,15,28,"Fish, burbot (loche), native, skin, raw","Poisson, lotte (loche), autochtone, peau, crue",2005-04-19,,,Lota lota (L)
5914,5914,15,28,"Fish, burbot (loche), native, skin, baked","Poisson, lotte (loche), autochtone, peau, cuite au four",2005-04-19,,,Lota lota (L)
