FoodID,MeasureID,ConversionFactorValue,ConvFactorDateOfEntry
5870,1607,1.95000,2013-02-22
5871,1455,1.00000,2005-03-17
5872,1455,1.00000,2005-03-17
5873,1455,1.00000,2005-03-17
5874,1489,1.25000,2005-03-16
5875,1489,1.25000,2005-03-17
5876,1489,1.25000,2005-03-17
5877,1489,1.25000,2005-03-17
5879,1489,1.25000,2005-03-16
5881,1489,1.25000,2005-03-16
5882,1489,1.25000,2005-03-17
5884,1489,1.25000,2005-03-17
5885,1461,0.55000,2005-03-18
5886,1489,1.25000,2005-03-17
5887,1461,0.55000,2005-03-18
5887,1652,0.35000,2007-01-08
5888,1489,1.25000,2005-03-17
5890,1461,0.55000,2005-03-17
5890,1652,0.35000,2007-01-08
5891,1573,0.10000,2005-03-17
5892,1489,1.25000,2005-03-17
5893,1489,1.25000,2005-03-17
5894,1489,1.25000,2005-03-17
5895,1455,1.00000,2005-03-17
5896,1455,1.00000,2005-03-17
5896,1461,0.55000,2013-02-21
5897,1461,0.55000,2013-02-21
5898,1455,1.00000,2005-03-17
5899,1489,1.25000,2005-03-17
5901,1461,0.55000,2005-03-17
5902,1489,1.25000,2005-03-17
5903,1489,1.25000,2005-03-17
5904,1573,0.10000,2005-03-17
5905,1489,1.25000,2006-12-11
5906,1489,1.25000,2005-03-17
5907,1573,0.10000,2005-03-18
5908,1454,0.30000,2011-09-15
5909,1471,0.65000,2011-05-05
5910,990,0.50000,2005-03-22
5910,502499,0.26000,2013-10-22
5910,502500,1.04000,2013-10-22
5910,502501,1.36000,2013-10-22
5911,160,0.70000,2005-03-22
5911,415,1.73288,2005-03-22
5911,1457,1.40000,2014-10-27
5912,1455,1.00000,2005-04-19
5913,1489,1.25000,2005-04-19
5914,1455,1.00000,2005-04-19
5915,1455,1.00000,2005-04-19
5916,341,1.05376,2005-04-21
5916,383,1.31720,2005-04-21
5916,415,2.63440,2005-04-21
5916,1457,1.40000,2005-04-22
5917,341,0.78191,2011-06-14
5917,383,0.97739,2011-06-14
5917,415,1.95477,2011-06-14
5917,1457,1.40000,2005-04-21
5918,341,1.02330,2005-04-21
5918,383,1.27900,2005-04-21
5918,389,1.79070,2006-11-29
5918,415,2.55820,2005-04-21
5919,1489,1.25000,2005-04-21
5920,1602,2.15000,2006-12-13
5921,1461,0.55000,2005-05-11
5921,1652,0.35000,2007-01-08
5922,1455,1.00000,2005-06-23
5923,1461,0.55000,2005-06-23
5923,1652,0.35000,2007-01-08
5924,1455,1.00000,2005-06-23
5925,1455,1.00000,2005-06-23
5926,1455,1.00000,2005-06-27
5927,1489,1.25000,2005-06-28
5928,1489,1.25000,2008-02-12
5929,1461,0.55000,2005-06-29
5929,1496,0.75000,2012-08-14
5929,1652,0.35000,2007-01-08
5930,1455,1.00000,2005-06-29
5930,1496,0.75000,2012-08-14
5930,1652,0.35000,2007-01-08
5931,1455,1.00000,2005-06-29
5932,1489,1.25000,2005-06-29
5933,1455,1.00000,2005-06-29
5934,1489,1.25000,2005-06-29
5935,1455,1.00000,2005-06-29
5936,1471,0.65000,2011-05-05
5937,1471,0.65000,2011-05-05
5938,1457,1.40000,2011-05-05
5939,383,0.62500,2008-07-17
5939,1457,1.40000,2011-05-05
5940,1489,1.25000,2005-06-29
5943,1489,1.25000,2006-06-13
5944,1489,1.25000,2006-06-14
5944,502468,0.90000,2012-08-16
5945,1489,1.25000,2006-06-14
5945,502468,0.90000,2012-08-16
5946,1489,1.25000,2006-06-14
5946,502468,0.90000,2012-08-16
5948,341,0.56640,2006-09-19
5948,415,1.41600,2006-09-19
5948,1455,1.00000,2006-06-14
5948,1496,0.75000,2012-08-16
5949,341,0.56640,2006-09-19
5949,415,1.41600,2006-09-19
5949,1455,1.00000,2006-06-14
5949,1496,0.75000,2012-08-16
5950,1489,1.25000,2006-06-14
5950,502468,0.90000,2012-08-16
5952,1489,1.25000,2006-06-14
5952,502468,0.90000,2012-08-16
5955,341,0.56640,2006-09-19
5955,415,1.41600,2006-09-19
5955,1455,1.00000,2006-06-14
5955,1496,0.75000,2012-08-17
5956,110,0.74000,2006-03-15
5956,617,0.82418,2006-03-15
5956,1037,1.03022,2006-03-15
5956,1038,2.06044,2006-03-15
5956,1457,1.40000,2006-03-15
5957,341,0.51140,2008-04-28
5957,383,0.63930,2008-04-28
5957,415,1.27850,2008-04-28
5957,1470,0.85000,2006-03-15
5958,371,0.45647,2006-03-15
5958,971,0.57058,2006-03-15
5958,979,1.14117,2006-03-15
5958,1470,0.85000,2006-03-15
5959,371,0.61285,2008-04-28
5959,971,0.76606,2008-04-28
5959,979,1.53213,2008-04-28
5959,1470,0.85000,2006-03-15
5960,343,0.36771,2006-03-15
5960,1031,0.45964,2006-03-15
5960,1032,0.91927,2006-03-15
5960,1470,0.85000,2006-03-15
5961,341,0.87494,2014-02-06
5961,398,0.25000,2006-03-22
5961,502519,0.23000,2014-02-06
5962,415,2.57819,2006-03-29
5963,415,2.57819,2006-03-29
5965,341,0.63398,2006-03-29
5965,415,1.58495,2006-03-29
5965,1461,0.55000,2006-03-29
5966,1489,1.25000,2006-03-29
5967,1455,1.00000,2006-03-29
5968,183,0.70000,2006-03-29
5968,867,1.50000,2006-11-29
5968,1579,0.60000,2006-03-29
5969,572,0.35000,2006-04-06
5969,1496,0.75000,2006-04-06
5970,304,0.33000,2006-04-06
5970,572,0.33000,2006-04-06
5970,1496,0.75000,2006-04-06
5971,304,0.33000,2006-04-06
5971,572,0.33000,2006-04-06
5971,1496,0.75000,2006-04-06
5972,304,0.33000,2006-04-06
5972,572,0.33000,2006-04-06
5972,1496,0.75000,2006-04-06
5973,1212,0.48000,2006-03-30
5973,1496,0.75000,2006-03-30
5974,439,0.03600,2006-03-30
5974,801,0.01000,2006-03-30
5975,341,0.10000,2007-06-22
5975,439,0.00500,2007-06-22
5975,801,0.01000,2006-03-30
5977,801,0.01000,2006-03-30
5978,383,1.03550,2006-03-30
5978,415,2.07100,2006-03-30
5978,439,0.04300,2006-03-30
5978,1481,0.04000,2006-03-30
5979,12,0.54000,2006-04-06
5980,428,0.38510,2011-06-13
5981,1489,1.25000,2006-06-14
5982,341,0.56640,2006-09-19
5982,415,1.41600,2006-09-19
5982,1455,1.00000,2006-11-29
5983,341,0.56640,2006-09-19
5983,415,1.41600,2006-09-19
5983,1455,1.00000,2006-06-14
5983,1496,0.75000,2012-08-17
5984,341,0.56640,2006-09-19
5984,415,1.41600,2006-09-19
5984,1455,1.00000,2006-06-14
5989,341,0.56640,2006-09-19
5989,415,1.41600,2006-09-19
5989,1455,1.00000,2006-06-14
5990,341,0.56640,2006-09-19
5990,415,1.41600,2006-09-19
5990,1455,1.00000,2006-06-14
5991,1489,1.25000,2006-06-14
5993,1489,1.25000,2006-06-14
5994,341,0.56640,2006-09-19
5994,415,1.41600,2006-09-19
5994,1455,1.00000,2006-06-14
5996,341,0.56640,2006-09-19
5996,415,1.41600,2006-09-19
5996,1455,1.00000,2006-06-14
5997,1489,1.25000,2006-06-14
5999,1489,1.25000,2006-06-14
6000,341,0.56640,2006-09-19
6000,415,1.41600,2006-09-19
6000,1455,1.00000,2006-06-14
6002,341,0.56640,2006-09-19
6002,415,1.41600,2006-09-19
6002,1455,1.00000,2006-06-14
6018,1573,0.10000,2006-06-14
6019,1573,0.10000,2006-06-14
6020,1489,1.25000,2006-06-14
6022,1489,1.25000,2006-06-14
6023,341,0.56640,2006-09-19
6023,415,1.41600,2006-09-19
6023,1455,1.00000,2006-06-14
6025,341,0.56640,2006-09-19
6025,415,1.41600,2006-09-19
6025,1455,1.00000,2006-06-14
6026,1489,1.25000,2006-06-14
6028,1489,1.25000,2006-06-14
6029,341,0.56640,2006-09-19
6029,415,1.41600,2006-09-19
6029,1455,1.00000,2006-06-14
6031,341,0.56640,2006-09-19
6031,415,1.41600,2006-09-19
6031,1455,1.00000,2006-06-14
6032,1489,1.25000,2006-06-14
6033,1489,1.25000,2006-06-14
6034,1489,1.25000,2006-06-14
6035,341,0.56640,2006-09-19
6035,415,1.41600,2006-09-19
6035,1455,1.00000,2006-06-14
6036,341,0.56640,2006-09-19
6036,415,1.41600,2006-09-19
6036,1455,1.00000,2006-06-14
6037,341,0.56640,2006-09-19
6037,415,1.41600,2006-09-19
6037,1455,1.00000,2006-06-14
6038,348,0.55790,2006-03-28
6038,368,0.47759,2006-03-28
6038,976,1.39476,2006-03-28
6038,977,1.19399,2006-03-28
6038,990,0.50000,2006-03-28
6038,1454,0.30000,2006-03-28
6039,1489,1.25000,2006-06-14
6040,1489,1.25000,2006-06-14
6041,1489,1.25000,2006-06-14
6042,341,0.56640,2006-09-19
6042,415,1.41600,2006-09-19
6042,1455,1.00000,2006-06-14
6043,341,0.56640,2006-09-19
6043,415,1.41600,2006-09-19
6043,1455,1.00000,2006-06-14
6044,341,0.56640,2006-09-19
6044,415,1.41600,2006-09-19
6044,1455,1.00000,2006-06-14
6045,1489,1.25000,2006-06-14
6046,1489,1.25000,2006-06-14
6046,502468,0.90000,2012-08-17
6048,341,0.56640,2006-09-19
6048,415,1.41600,2006-09-19
6048,1455,1.00000,2006-06-14
6049,341,0.56640,2006-09-19
6049,415,1.41600,2006-09-19
6049,1455,1.00000,2006-06-14
6049,1496,0.75000,2012-08-17
6050,341,0.56640,2006-09-19
6050,415,1.41600,2006-09-19
6050,1455,1.00000,2006-06-14
6061,1489,1.25000,2006-06-14
6061,502468,0.90000,2012-08-17
6062,1489,1.25000,2006-06-14
6062,502468,0.90000,2012-08-17
6064,341,0.56640,2006-09-19
6064,415,1.41600,2006-09-19
6064,1455,1.00000,2006-06-14
6064,1496,0.75000,2012-08-17
6065,341,0.56640,2006-09-19
6065,415,1.41600,2006-09-19
6065,1455,1.00000,2006-06-14
6065,1496,0.75000,2012-08-17
6066,1489,1.25000,2006-06-14
6066,502468,0.90000,2012-08-17
6068,1489,1.25000,2006-06-14
6068,502468,0.90000,2012-08-17
6069,341,0.56640,2006-09-19
6069,415,1.41600,2006-09-19
6069,1455,1.00000,2006-06-14
6069,1496,0.75000,2012-08-17
6071,341,0.56640,2006-09-19
6071,415,1.41600,2006-09-19
6071,1455,1.00000,2006-06-14
6071,1496,0.75000,2012-08-17
6078,1489,1.25000,2006-06-14
6078,502468,0.90000,2012-08-17
6079,1489,1.25000,2006-06-14
6079,502468,0.90000,2012-08-17
6081,341,0.56640,2006-09-19
6081,415,1.41600,2006-09-19
6081,1455,1.00000,2006-06-14
6081,1496,0.75000,2012-08-17
6082,341,0.56640,2006-09-19
6082,415,1.41600,2006-09-19
6082,1455,1.00000,2006-06-14
6082,1496,0.75000,2012-08-17
6089,1489,1.25000,2006-06-14
6090,1489,1.25000,2006-06-14
6091,1489,1.25000,2006-06-14
6092,341,0.56640,2006-09-19
6092,415,1.41600,2006-09-19
6092,1455,1.00000,2006-06-14
6093,341,0.56640,2006-09-19
6093,415,1.41600,2006-09-19
6093,1455,1.00000,2006-06-14
6094,341,0.56640,2006-09-19
6094,415,1.41600,2006-09-19
6094,1455,1.00000,2006-06-14
6095,1489,1.25000,2006-06-14
6098,341,0.56640,2006-09-19
6098,415,1.41600,2006-09-19
6098,1455,1.00000,2006-06-14
6102,1489,1.25000,2006-06-14
6102,502468,0.90000,2012-08-17
6105,341,0.56640,2006-09-19
6105,415,1.41600,2006-09-19
6105,1455,1.00000,2006-06-14
6105,1496,0.75000,2012-08-17
6107,1489,1.25000,2006-06-14
6108,1489,1.25000,2006-06-14
6108,502468,0.90000,2012-08-17
6109,1489,1.25000,2006-06-14
6110,341,0.56640,2006-09-19
6110,415,1.41600,2006-09-19
6110,1455,1.00000,2006-06-14
6111,341,0.56640,2006-09-19
6111,415,1.41600,2006-09-19
6111,1455,1.00000,2006-06-14
6111,1496,0.75000,2012-08-17
6112,341,0.56640,2006-09-19
6112,415,1.41600,2006-09-19
6112,1455,1.00000,2006-06-14
6114,1489,1.25000,2006-06-14
6114,502468,0.90000,2012-08-17
6115,1489,1.25000,2006-06-13
6115,502468,0.90000,2012-08-17
6117,341,0.56640,2006-09-19
6117,415,1.41600,2006-09-19
6117,1455,1.00000,2006-06-13
6117,1496,0.75000,2012-08-17
6118,341,0.56640,2006-09-19
6118,415,1.41600,2006-09-19
6118,1455,1.00000,2006-06-13
6118,1496,0.75000,2012-08-17
6119,1455,1.00000,2014-07-04
6120,341,0.52832,2006-06-21
6120,415,1.32079,2006-06-21
6120,1579,0.60000,2006-06-21
6121,1455,1.00000,2006-06-21
6122,341,0.52832,2006-06-21
6122,415,1.32079,2006-06-21
6122,1496,0.75000,2012-08-14
6122,1579,0.60000,2006-06-21
6123,1489,1.25000,2006-06-13
6125,1489,1.25000,2006-06-13
6126,341,0.56640,2006-09-19
6126,415,1.41600,2006-09-19
6126,1455,1.00000,2006-06-13
6128,341,0.56640,2006-09-19
6128,415,1.41600,2006-09-19
6128,1455,1.00000,2006-06-13
6129,1489,1.25000,2006-06-13
6131,1489,1.25000,2006-06-13
6132,341,0.56640,2006-09-19
6132,415,1.41600,2006-09-19
6132,1455,1.00000,2006-06-13
6134,341,0.56640,2006-09-19
6134,415,1.41600,2006-09-19
6134,1455,1.00000,2006-06-13
6137,1489,1.25000,2006-06-13
6140,341,0.56640,2006-09-19
6140,415,1.41600,2006-09-19
6140,1455,1.00000,2006-06-13
6142,1489,1.25000,2006-06-13
6143,1489,1.25000,2006-06-13
6144,341,0.56640,2006-09-19
6144,415,1.41600,2006-09-19
6144,1455,1.00000,2006-06-13
6145,341,0.56640,2006-09-19
6145,415,1.41600,2006-09-19
6145,1455,1.00000,2006-06-13
6146,341,0.56640,2006-09-19
6146,415,1.41600,2006-09-19
6146,1455,1.00000,2006-06-13
6147,1489,1.25000,2006-06-02
6147,502468,0.90000,2012-08-17
6149,1489,1.25000,2006-06-02
6149,502468,0.90000,2012-08-17
6150,341,0.56640,2006-09-19
6150,415,1.41600,2006-09-19
6150,1455,1.00000,2006-06-02
6150,1496,0.75000,2012-08-17
6152,341,0.56640,2006-09-19
6152,415,1.41600,2006-09-19
6152,1455,1.00000,2006-06-02
6152,1496,0.75000,2012-08-17
6156,341,0.56640,2006-09-19
6156,415,1.41600,2006-09-19
6156,1455,1.00000,2006-06-23
6156,1496,0.75000,2012-08-17
6159,1489,1.25000,2006-07-12
6159,502468,0.90000,2012-08-14
6160,1122,0.56640,2006-08-30
6160,1124,1.41600,2006-08-30
6160,1455,1.00000,2006-07-12
6160,1496,0.75000,2012-08-14
6161,1489,1.25000,2006-11-29
6161,502468,0.90000,2012-08-14
6162,1122,0.56640,2006-08-30
6162,1124,1.41600,2006-08-30
6162,1455,1.00000,2006-07-12
6162,1496,0.75000,2012-08-14
6169,1489,1.25000,2006-09-19
6169,502468,0.90000,2012-08-17
6172,341,0.56640,2006-09-19
6172,415,1.41600,2006-09-19
6172,1455,1.00000,2006-09-19
6172,1496,0.75000,2012-08-17
6175,341,1.35254,2014-02-19
6175,383,1.69067,2014-02-19
6175,385,0.20888,2014-02-19
6175,415,3.38135,2014-02-19
6175,428,0.40576,2014-02-19
6176,1481,0.40000,2006-12-18
6177,1494,0.20000,2006-12-18
6178,1456,0.40000,2006-12-18
6179,1489,1.25000,2006-11-15
6180,867,0.20000,2011-05-03
6180,1454,0.30000,2011-05-03
6181,867,0.20000,2006-11-29
6181,1467,0.15000,2011-04-07
6182,867,0.20000,2006-11-29
6182,1467,0.15000,2011-04-07
6183,867,0.20000,2006-11-29
6183,1467,0.15000,2011-04-07
6184,867,0.20000,2009-11-30
6184,1454,0.30000,2011-05-06
6185,1494,0.20000,2012-08-31
6185,1601,0.45000,2011-04-18
6186,341,0.50596,2010-10-25
6186,415,1.25740,2010-10-25
6186,867,0.20000,2011-04-27
6186,1454,0.30000,2010-10-25
6187,867,0.20000,2011-04-27
6187,1454,0.30000,2011-04-27
6188,867,0.20000,2009-12-22
6188,1454,0.30000,2009-04-21
6189,867,0.20000,2010-01-26
6189,1454,0.30000,2011-05-06
6190,341,0.51141,2010-10-25
6190,415,1.27853,2010-10-25
6190,867,0.20000,2011-04-18
6190,1454,0.30000,2010-10-25
6191,341,0.73542,2011-05-05
6191,383,0.91930,2011-06-13
6191,415,1.83860,2011-06-13
6191,1494,0.20000,2012-08-31
6191,1601,0.45000,2011-05-06
6192,867,0.20000,2011-04-18
6192,1454,0.30000,2011-04-18
6193,341,0.81572,2011-05-05
6193,383,1.01965,2011-05-05
6193,415,2.03931,2011-05-05
6193,1494,0.20000,2012-08-31
6193,1601,0.45000,2011-05-05
6194,231,0.04500,2006-11-23
6194,569,0.01500,2006-11-23
6194,1494,0.20000,2007-06-11
6194,1541,0.27000,2012-08-31
6194,1663,0.18000,2007-06-11
6195,341,1.01014,2006-12-13
6195,383,1.26268,2006-12-13
6195,385,0.15101,2006-12-13
6195,415,2.52536,2006-12-13
6195,439,0.05102,2006-12-13
6196,341,1.07777,2006-12-13
6196,383,1.34721,2006-12-13
6196,385,0.16216,2006-12-13
6196,415,2.69442,2006-12-13
6196,439,0.05408,2006-12-13
6197,341,1.06509,2006-12-13
6197,383,1.33136,2006-12-13
6197,415,2.66272,2006-12-13
6197,640,0.63905,2006-12-13
6199,341,1.01400,2008-05-06
6199,415,2.53380,2008-05-06
6199,428,0.30420,2008-05-06
6203,341,1.05241,2006-12-13
6203,383,1.31551,2006-12-13
6203,415,2.63102,2006-12-13
6204,341,1.06086,2006-12-13
6204,383,1.32607,2006-12-13
6204,415,2.65215,2006-12-13
6205,341,1.06086,2006-12-13
6205,383,1.32607,2006-12-13
6205,415,2.65215,2006-12-13
6206,1461,0.55000,2006-12-13
6206,1496,0.75000,2012-08-14
6207,348,0.59172,2006-12-13
6207,976,1.47929,2006-12-13
6207,1461,0.55000,2006-12-13
6207,1496,0.75000,2012-08-14
6208,348,0.59172,2006-12-13
6208,976,1.47929,2006-12-13
6208,1461,0.55000,2006-12-13
6208,1496,0.75000,2012-08-14
6209,348,0.59172,2006-12-13
6209,976,1.47929,2006-12-13
6209,1461,0.55000,2006-12-13
6209,1496,0.75000,2012-08-14
6210,348,0.59172,2006-12-13
6210,976,1.47929,2006-12-13
6210,1461,0.55000,2006-12-13
6210,1496,0.75000,2012-08-14
6211,348,0.59172,2008-03-10
6211,976,1.47929,2008-03-10
6211,1461,0.55000,2006-12-13
6211,1496,0.75000,2012-08-14
6212,348,0.59172,2006-12-13
6212,976,1.47929,2006-12-13
6212,1461,0.55000,2006-12-13
6212,1496,0.75000,2012-08-14
6213,348,0.59172,2006-12-13
6213,976,1.47929,2006-12-13
6213,1461,0.55000,2006-12-13
6213,1496,0.75000,2012-08-14
6214,348,0.59172,2006-12-13
6214,976,1.49729,2006-12-13
6214,1461,0.55000,2006-12-13
6214,1496,0.75000,2012-08-14
6215,348,0.59172,2006-12-13
6215,976,1.47929,2006-12-13
6215,1461,0.55000,2006-12-13
6215,1496,0.75000,2012-08-14
6216,348,0.59172,2006-12-13
6216,976,1.47929,2006-12-13
6216,1461,0.55000,2006-12-13
6216,1496,0.75000,2012-08-14
6217,341,0.49873,2006-12-13
6217,383,0.62342,2006-12-13
6217,415,1.24683,2006-12-13
6217,1470,0.85000,2006-12-13
6218,341,0.65511,2006-12-13
6218,383,0.81889,2006-12-13
6218,389,1.14600,2007-08-31
6218,415,1.63779,2006-12-13
6218,1470,0.85000,2006-12-13
6219,196,0.01100,2006-12-14
6219,341,0.29163,2006-12-14
6219,383,0.36454,2006-12-14
6219,415,0.72908,2006-12-14
6219,1470,0.85000,2006-12-14
6220,341,1.08110,2008-06-04
6220,385,0.16220,2008-06-04
6220,415,2.70270,2008-06-04
6220,428,0.32430,2008-06-04
6220,1467,0.15000,2006-12-14
6221,178,0.53000,2014-02-12
6221,1461,0.55000,2006-12-14
6221,1558,0.26500,2014-02-12
6222,12,0.55000,2006-12-14
6222,1461,0.55000,2006-12-14
6222,1558,0.26000,2006-12-14
6223,341,1.29332,2006-12-14
6223,383,1.61665,2006-12-14
6223,415,3.23331,2006-12-14
6224,196,0.16000,2006-12-14
6224,1456,0.40000,2006-12-14
6225,196,0.11000,2006-12-14
6225,1467,0.15000,2006-12-14
6226,341,1.19189,2006-12-14
6226,383,1.48986,2006-12-14
6226,415,2.97971,2006-12-14
6227,341,1.70761,2014-02-12
6227,383,2.13451,2014-02-12
6227,415,4.26902,2014-02-12
6228,341,1.19200,2008-04-22
6228,383,1.48990,2008-04-22
6228,415,2.97970,2008-04-22
6228,1489,1.25000,2006-12-14
6229,196,0.39000,2006-12-14
6229,1467,0.15000,2006-12-14
6230,12,0.50000,2006-12-14
6230,1456,0.40000,2006-12-14
6231,196,0.12000,2006-12-14
6231,1456,0.40000,2006-12-14
6232,196,0.15000,2006-12-14
6232,1467,0.15000,2006-12-14
6233,196,0.12000,2006-12-14
6233,1467,0.15000,2006-12-14
6234,196,0.11000,2006-12-14
6234,1467,0.15000,2006-12-14
6235,178,0.25000,2006-12-15
6235,1461,0.55000,2006-12-15
6236,27,3.84000,2006-12-15
6236,1457,1.40000,2006-12-15
6237,27,2.47000,2006-12-15
6237,1457,1.40000,2006-12-15
6238,27,1.71000,2006-12-15
6238,1457,1.40000,2006-12-15
6239,27,2.18000,2006-12-15
6239,1457,1.40000,2006-12-15
6240,27,2.05000,2006-12-15
6240,1457,1.40000,2006-12-15
6242,27,1.73000,2006-12-15
6242,1457,1.40000,2006-12-15
6243,27,2.80000,2006-12-15
6243,1457,1.40000,2006-12-15
6244,27,2.66000,2006-12-15
6244,1457,1.40000,2006-12-15
6245,27,1.99000,2006-12-15
6245,1457,1.40000,2006-12-15
6246,27,3.55000,2006-12-15
6246,1457,1.40000,2006-12-15
6247,27,2.19000,2006-12-15
6247,1457,1.40000,2006-12-15
6248,196,0.15333,2006-12-15
6248,445,0.92000,2006-12-15
6248,1457,1.40000,2006-12-15
6249,233,1.91000,2006-12-15
6249,1457,1.40000,2006-12-15
6250,233,2.19000,2006-12-15
6250,1457,1.40000,2006-12-15
6251,233,2.17000,2006-12-15
6251,1457,1.50000,2006-12-15
6252,341,0.95102,2014-02-19
6252,383,1.18878,2014-02-19
6252,415,2.37755,2014-02-19
6252,1607,1.95000,2013-02-22
6253,1457,1.40000,2006-12-15
6253,1649,1.43000,2006-12-15
6254,1457,1.40000,2006-12-15
6254,1649,1.29000,2014-04-30
6255,341,0.03212,2011-05-10
6255,415,0.08030,2011-05-10
6255,990,0.50000,2006-12-15
6255,1353,0.16060,2011-05-10
6256,502461,0.50000,2011-06-13
6257,990,0.50000,2006-12-15
6257,1454,0.30000,2012-08-30
6258,990,0.50000,2006-12-15
6258,502469,0.31500,2012-08-31
6259,341,0.51986,2006-12-14
6259,383,0.64983,2006-12-14
6259,415,1.29966,2006-12-14
6259,1457,1.40000,2006-12-14
6260,383,0.59170,2008-07-17
6260,1457,1.40000,2006-12-14
6261,1461,0.55000,2012-04-27
6261,1652,0.35000,2007-01-08
6262,363,0.55790,2006-12-15
6262,1146,1.39476,2006-12-15
6262,1461,0.55000,2006-12-15
6263,867,0.20000,2006-12-14
6263,1601,0.45000,2006-12-14
6264,1461,0.55000,2012-04-27
6264,1652,0.35000,2007-01-08
6265,1461,0.55000,2006-12-15
6265,1652,0.35000,2012-08-30
6265,502499,0.26000,2013-10-22
6265,502500,1.04000,2013-10-22
6265,502501,1.36000,2013-10-22
6266,1470,0.85000,2006-12-14
6267,1470,0.85000,2006-12-14
6268,867,0.20000,2006-12-14
6268,990,0.50000,2006-12-14
6275,867,0.20000,2006-12-18
6275,1454,0.30000,2006-12-18
6276,867,0.30000,2006-12-18
6276,1456,0.40000,2006-12-18
6278,499,0.11000,2007-05-23
6278,1471,0.65000,2011-05-05
6278,1658,0.30010,2007-05-23
6278,1659,0.37511,2007-05-23
6278,1660,0.75021,2007-05-23
6279,563,1.14000,2007-05-23
6279,1470,0.85000,2011-05-05
6280,1470,0.85000,2011-05-05
6281,385,0.18690,2007-06-20
6281,439,0.06230,2007-06-20
6282,385,0.18690,2007-06-20
6282,439,0.06230,2007-06-20
6283,385,0.16965,2007-06-20
6283,439,0.05655,2007-06-20
6284,385,0.16965,2007-06-20
6284,439,0.05655,2007-06-20
6285,1489,1.25000,2011-05-05
6286,383,0.70800,2008-04-16
6286,415,1.41600,2008-04-16
6286,1455,1.00000,2007-06-21
6287,341,1.02705,2007-06-25
6287,383,1.28381,2009-06-04
6287,415,2.56762,2007-06-25
6288,1455,1.00000,2010-03-26
6289,341,1.04904,2007-06-26
6289,385,0.15736,2007-06-26
6289,428,0.31471,2007-06-26
6289,640,0.62942,2007-06-26
6289,1467,0.15000,2007-06-26
6291,341,0.94164,2007-06-28
6291,383,1.17705,2007-06-28
6291,389,1.64787,2007-06-28
6291,413,1.88328,2007-06-28
6291,415,2.35410,2007-06-28
6291,987,1.75000,2007-06-28
6292,49,0.12000,2007-06-28
6292,1454,0.30000,2011-05-06
6292,1525,0.24000,2007-06-28
6298,134,0.28000,2007-06-29
6298,341,0.54945,2007-06-29
6298,383,0.68681,2007-06-29
6298,415,1.37363,2007-06-29
6298,1454,0.30000,2011-05-05
501097,429,0.55000,2007-07-23
501097,1454,0.30000,2011-04-15
501098,341,0.30850,2008-04-17
501098,383,0.38570,2008-04-17
501098,415,0.78680,2008-04-17
501098,1470,0.85000,2007-09-14
501502,245,0.14700,2014-01-03
501502,1454,0.30000,2008-04-16
501502,1496,0.75000,2012-08-14
501505,383,0.52832,2008-06-23
501505,385,0.06340,2008-06-23
501505,640,0.25359,2008-06-23
501505,990,0.50000,2008-06-23
501505,1467,0.15000,2008-06-23
501506,383,1.26796,2008-06-25
501506,385,0.15216,2008-06-25
501506,415,2.23592,2008-06-25
501507,385,0.09594,2008-06-25
501507,640,0.23838,2008-06-25
501507,1576,0.02000,2008-06-25
501508,245,0.28000,2008-06-23
501508,348,0.55790,2008-06-23
501508,368,0.47759,2008-06-23
501508,976,1.39476,2008-06-23
501508,977,1.19399,2008-06-23
501508,990,0.50000,2012-08-28
501508,1454,0.30000,2008-06-23
501509,341,0.57820,2014-09-11
501509,385,0.08670,2014-09-11
501509,439,0.02891,2014-09-11
501509,1484,0.00500,2008-06-24
501510,385,0.15200,2009-09-03
501510,428,0.30410,2009-09-03
501513,1455,1.00000,2008-06-26
501513,502468,0.90000,2012-08-14
501514,183,0.75000,2008-06-26
501514,1579,0.60000,2008-06-26
501515,341,0.59171,2008-06-26
501515,415,1.47929,2008-06-26
501515,1455,1.00000,2008-06-26
501516,341,0.59171,2008-06-26
501516,415,1.47929,2008-06-26
501516,1455,1.00000,2008-06-30
501517,1489,1.25000,2008-06-26
501518,383,1.37363,2009-10-16
501518,415,2.74725,2009-10-16
501518,640,0.65934,2009-10-16
501519,383,1.37363,2009-10-16
501519,415,2.74725,2009-10-16
501519,640,0.65934,2009-10-16
501520,341,1.05566,2014-12-03
501520,383,1.31958,2014-12-03
501520,415,2.63915,2014-12-03
501521,341,1.03386,2014-12-05
501521,383,1.29233,2014-12-05
501521,415,2.58465,2014-12-05
501522,383,1.37363,2009-10-16
501522,415,2.74725,2009-10-16
501522,640,0.65934,2009-10-16
501523,12,0.42000,2008-06-26
501523,1456,0.40000,2008-06-26
501524,341,1.00200,2009-04-21
501524,383,1.25211,2009-04-21
501524,415,2.50422,2008-06-24
501525,415,2.60990,2008-06-26
501526,341,1.02705,2015-01-30
501526,383,1.28381,2008-06-24
501526,415,2.56762,2008-06-24
501527,383,1.29440,2008-06-26
501527,415,2.58880,2008-06-26
501528,383,1.28381,2008-06-24
501528,415,2.56762,2008-06-24
501529,383,1.29440,2008-06-26
501529,415,2.58880,2008-06-26
501530,164,0.71000,2008-06-24
501530,1546,0.35500,2008-06-26
501531,341,0.27895,2008-06-26
501531,383,0.34869,2008-06-24
501531,415,0.69738,2008-06-24
